age_rating,Count of title for movie,Count of title for movie 2,Count of title for tv,description,genre,Sum of running_time,title,type,Sum of year
U/A 7+,1,1,,"It is a story of the ambitious space mission, the Rosetta Landing as, the orbiter is attempting touchdown after revolving around the comet 67P for ten years.",Documentary,43,Comet Catcher: Rosetta Landing,movie,2017
U/A 7+,1,1,,"It is love at first sight for happy-go-lucky Raj after he spots Priya at a wedding. He manages to get her contact number, but there are complications ahead!",Romance,149,Khushi Khushiyagi,movie,2015
U/A 7+,,,1,"It is not just about how much you know, but how well you know your family member or partner. Get ready with your family for the buzzer!",Reality,,Fastest Family First,tv,2022
U/A 7+,1,1,,"It is only when we see someone who is suffering more than us, do we realise how blessed we are. It's all about embracing happiness.",Drama,18,The Last Rain,movie,2017
U/A 7+,,,1,It is through this mechanism that individuals inherit the unique code for survival.,Animals & Nature,,Predator Bloodlines,tv,2020
U/A 7+,1,1,,"It's been fifteen years since Giselle and Robert wed, and a frustrated Giselle turns to the magic of Andalasia in hopes of finding her happily ever after.",Family,118,Disenchanted,movie,2022
U/A 7+,,,1,"It's the season of love, and our small-screen couples have gathered to celebrate Valentine's Day with some special performances.",Reality,,Happy Valentine's Day,tv,2022
U/A 7+,1,1,,"Ivan, a silverback gorilla, tries to piece together his past with the help of an elephant named Stella as they hatch a plan to escape from captivity.",Adventure,93,The One and Only Ivan,movie,2020
U/A 7+,1,1,,"Jane Lynch, Phil Keoghan, and Chris Packham take the viewers on a live journey around the world focusing on some of the most spectacular wildlife on the planet.",Animals & Nature,93,Earth Live,movie,2017
U/A 7+,1,1,,"Jayanth and Rathi are in love. On learning that he is HIV positive, he decides to stay away from Rathi to protect her.",Drama,57,Jeevana Sandesha,movie,1999
U/A 7+,1,1,,"Jill Young and zoologist Gregg O'Hara decide to rescue their innocent friend Joe, a smart fifteen-foot-tall gorilla, from poachers at all costs.",Action,109,Mighty Joe Young,movie,1998
U/A 7+,,,1,"Jiya unlocks her magical powers when she turns eighteen. With great power comes great responsibility... but in Jiya's case, it brings chaos!",Comedy,,"Shararat - Thoda Jaadu, Thodi Nazaakat",tv,2003
U/A 7+,,,1,Join aquatic ecologist Zeb Hogan as he travels the globe in his quest to save some of the world's biggest fishes.,Animals & Nature,,Monster Fish Compilations,tv,2019
U/A 7+,,,1,"Join Kalabhavan Navas and Arya on your favourite chat show, as they bring along some hilarious skits, phenomenal interviews, and a guaranteed dose of laughter.",Talk Show,,Badai Bungalow,tv,2020
U/A 7+,,,1,"Join our small screen stars in this spectacular event of glittering performances hosted by our all-time favourites, MaKaPa Anand and Nisha.",Reality,,Vijay Star Nite,tv,2019
U/A 7+,1,1,,Join space geek Jason Silva inside one of NASA's most daring missions to date. Giving a virtual tour of Pluto's enigmatic story since its discovery in 1930.,Science,43,Mission Pluto,movie,2017
U/A 7+,,,1,Join the festivities as stars come together to celebrate Ganesha Chaturthi and make this auspicious occasion even more special.,Reality,,Suvarna Ganeshotsava,tv,2021
U/A 7+,,,1,"Join your beloved Vijay stars as they gather to celebrate the iconic legends of the Tamil industry - the villains, with mind-blowing performances and skits.",Reality,,Villathi Villain - Naanga Vera Maari,tv,2022
U/A 7+,,,1,"Joined by his larger-than-life teammates who double as an unlikely family, The Hulk tackles threats that are too enormous for other heroes to handle.",Kids,,Hulk And The Agents Of S.M.A.S.H.,tv,2013
U/A 7+,1,1,,"Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle.",Family,74,Garfield: A Tail Of Two Kitties,movie,2006
U/A 7+,1,1,,"Judy Hopps, the first rabbit to join the city police force, is determined to solve a dangerous case. Despite, everyone's lack of belief in her abilities.",Family,108,Zootopia,movie,2016
U/A 7+,1,1,,"Just imagine, what will happen when the last reader gets entangled with electronic gadgets and stop coming to the library.",Drama,25,Kitaab,movie,2022
U/A 7+,1,1,,"Kalyanakrishnan, a Brahmin, falls in love with a Christian girl and marries her making her pose as a Hindu. What happens when his family begins to suspect them?",Drama,129,Kalyanji Anandji,movie,1995
U/A 7+,1,1,,"Kanakambaran runs a drama troupe facing a financial crisis. With creditors after him, he takes up the offer to pretend as the heir to a royal family.",Comedy,127,Kanaka Simhasanam,movie,2007
U/A 7+,1,1,,"Kannadada Kanda is a Kannada family drama, directed by B N Vijaykumar and starring Leelavati and Vinod Raj. Watch the full film, streaming on Hotstar.",Drama,140,Kannadada Kanda,movie,2006
U/A 7+,1,1,,Kannan is an unemployed youth in a village. His parents send him to their relative's place in the city to make a life. But he ends up falling in love.,Romance,85,Akasathekkoru Kilivathil,movie,1996
U/A 7+,1,1,,"Kappalu Muthalali is a Malayalam comedy, starring Ramesh Pisharody, Sarayu, Jagathy Sreekumar, directed by Thaha. Thulaseedharan is a central government employee. To clear his debts he decides to take voluntary retirement. Watch the full movie, Kappalu Muthalali, online, only on Hotstar.",Comedy,135,Kappalu Muthalali,movie,2009
U/A 7+,1,1,,"Karna is from a fishing community. Rich and spoilt Anjali thinks little of him. However, he decides to change her outlook, and soon she falls in love with him.",Drama,137,Kadala Mage,movie,2006
U/A 7+,,,1,"Kaz embarks on a spy mission for the Resistance but gets in over his head with racers, pirates, and the mysterious owner of the platform he’s stationed on.",Action,,Star Wars Resistance,tv,2018
U/A 7+,,,1,Kerala Cafe is a Malayalam reality show aired on Asianet. This cookery show is specially for people with a sweet tooth. It also introduces the viewers to many confectionery delicacies. Watch all the latest and full episodes of Kerala Cafe streaming on Hotstar.,Lifestyle,,Kerala Cafe,tv,2017
U/A 7+,1,1,,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",Family,95,The Muppet Movie,movie,1979
U/A 7+,1,1,,"Keshava loves Madhavi, and Madhava loves Keshava's sister, Vaishnavi. However, Keshava is terrified to inform his parents about it.",Drama,115,Keshava Madhava,movie,2003
U/A 7+,1,1,,"Kevin is left behind in New York during Christmas season, and he is fending off burglars again at an abandoned house in a new city.",Adventure,119,Home Alone 2: Lost In New York,movie,1992
U/A 7+,1,1,,Kevin is left behind while his entire family goes on a vacation. His toys and quick thinking are too much for a pair of burglars who decide to loot his home.,Adventure,102,Home Alone,movie,1990
U/A 7+,,,1,"Kevin, Joe and Nick are world-famous rock stars trying to live regular lives as high school students. However, their lives are anything but regular.",Kids,,JONAS,tv,2009
U/A 7+,1,1,,"Khan is a kind-hearted sub-inspector. When he finds a group of underprivileged children harassed by cops, he decides to be their saviour.",Drama,107,Appa Illa,movie,2007
U/A 7+,1,1,,"Kidnapped by terrorists, Prakash and Sunitha are made to place bombs at targeted areas. ACP Sathyamurthy learns of the truth and gets into action.",Drama,135,Bombugalu Sir Bombugalu,movie,2007
U/A 7+,,,1,"King Vikramaditya sets out to capture Betal, who imposes strange conditions on him. Each night on their journey, Betal narrates stories with hidden meanings.",Kids,,Bikram Betal,tv,2022
U/A 7+,1,1,,"Kishore charms Indu, but he gets her married to Ekanth, who loves her. Her sister, Bindu, too falls for Kishore. But Ekanth's death leaves Kishore in a quandary.",Romance,141,Nenapirali,movie,2005
U/A 7+,1,1,,"Krishna and Veni get arrested by a cop soon after they get married in a temple. Though they do escape, they face more hurdles. What are they running from?",Action,125,Katradhu Kalavu,movie,2010
U/A 7+,1,1,,"Krishna plans a mass suicide trip for depressed people who want to die. But when they are on the bus that is to meet with an accident, they realise their folly.",Drama,134,Lift Kodla,movie,2010
U/A 7+,1,1,,Krishna Prasad has loved elephants since he was a kid. This love makes it hard for him to keep a regular job. But things change when Gauri enters his life.,Drama,129,Aanachandam,movie,2006
U/A 7+,1,1,,"Krishna, a 6-year-old tigress, gives birth to her second litter of four healthy cubs and she nurtures her cubs till they're powerful and independent.",Animals & Nature,43,Clash Of Tigers,movie,2019
U/A 7+,1,1,,"Krishna, who works as a clerk at a government office, outsmarts his rich and stingy father-in-law to teach him a valuable lesson.",Comedy,139,Kiladi Krishna,movie,2010
U/A 7+,1,1,,"Krishnamurthy is appointed by a real-estate company to vacate Vietnam Colony, a place with illegal and anti-social elements. But what he comes across shocks him.",Comedy,147,Vietnam Colony,movie,1992
U/A 7+,1,1,,Krishnanunni tries to resolve the issues at Puthezhathu Tharavadu with their rival neighbours. What happens when he falls for Sreebala from the opposite party?,Comedy,162,Karyasthan,movie,2010
U/A 7+,,,1,Krishna's tales teach the world that good always prevails over evil. Watch the fascinating adventures and miracles from his childhood.,Mythology,,Balakrishna,tv,2022
U/A 7+,,,1,"Kristen Bell reunites former high school classmates from around the U.S. to re-stage the musicals of their youth, years after they originally performed them.",Family,,Encore!,tv,2019
U/A 7+,1,1,,Kunjiraman returns from the Gulf intending to settle down in matrimony. But his plans are thwarted by his cousin Laalu and a curse that has gripped the village.,Comedy,118,Kunjiramayanam,movie,2015
U/A 7+,1,1,,"Kunjoottan's father keeps dreaming of his son's death. While he is overprotective of his son, Kunjoottan runs away to the city with a friend.",Comedy,155,Nagarangalil Chennu Raparkkam,movie,1989
U/A 7+,1,1,,"Kushal's trip to Kodagu for an alliance takes a turn when he meets and falls for Khushi. However, a shock awaits him. Will he still accept her open-heartedly?",Romance,130,Simpallagi Ond Love Story,movie,2013
U/A 7+,1,1,,"Kuttan becomes rich after getting rid of an ill-fated statue. But soon it finds its way back to his doorstep, and the world starts crumbling around him.",Comedy,151,Senior Mandrake,movie,2010
U/A 7+,1,1,,"Lakshmi loves Professor Krishna. Sumitra's father wants her to wed Krishna, but she likes Sundaram Pillai. Amidst the confusion, their lives take a funny turn.",Comedy,142,Krishna Nee Late Aagi Baaro,movie,2010
U/A 7+,,,1,Lakshmi Sahasranamam is a Tamil reality show on Star Vijay in which devotional songs of goddess Lakshmi are played.,Reality,,Lakshmi Sahasranamam,tv,2016
U/A 7+,1,1,,"Larry Daley infiltrates the Smithsonian Institution to rescue his friends, Jedediah and Octavius, when they are accidentally shipped to the museum.",Comedy,104,Night at the Museum: Battle of the Smithsonian,movie,2009
U/A 7+,1,1,,"Larry Daley takes up a new job as a night watchman at the museum, without knowing that all the exhibits in the museum come alive during the night.",Comedy,108,Night At The Museum,movie,2006
U/A 7+,1,1,,"Larry is having a bear of a time finding the perfect Christmas gift for his daughter, Noel, but he'll stop at nothing to make his little girl happy.",Family,93,Jingle All The Way 2,movie,2014
U/A 7+,1,1,,"Lawyers Hari and Krishnan set out to investigate a murder but end up falling for the victim's friend. Will love become a hurdle, or will they find the culprit?",Romance,158,Harikrishnans,movie,1998
U/A 7+,,,1,"Layne finds her orderly life thrown into a tailspin when she discovers a sophisticated talking car named ""Vin"" hidden in an abandoned shed.",Family,,Disney Fast Layne,tv,2019
U/A 7+,1,1,,"Lazy Ekantha and Bikantha are in for a surprise when they are granted 15 boons by a genie. They utilise it to their benefit, but trouble is not far behind.",Comedy,124,Nage Bomb,movie,2014
U/A 7+,,,1,Lead a life with positive thoughts and an open mind! Listen to Sri Sri Muralidharaswamiji's teachings in this devotional show.,Reality,,Irai Bhakthi,tv,2016
U/A 7+,1,1,,Learn how islands of Hawaii transformed themselves from volcanic wasteland to paradise is a story that defies the odds and challenges our expectations.,Animals & Nature,44,Wild Hawaii: Fiery Paradise,movie,2019
U/A 7+,,,1,Learn the strange behaviours and survival skills of animals in the wild across different topographies.,Animals & Nature,,World's Weirdest,tv,2016
U/A 7+,,,1,"Learn the wildness of animal behaviour with the inimitable Jaaved Jaaferi, who gives us a peek into their bizarre and fascinating world.",Animals & Nature,,Animals Gone Wild with Jaaved Jaaferi,tv,2021
