country,Sum of budget,genre,language,r date,Sum of revenue,Sum of score,title
US,111600000,Documentary, English,2022-09-08 00:00:00,767228967.6,69,The Anthrax Attacks: In the Shadow of 9/11
US,111600000,"Romance, Drama", Polish,2022-08-19 00:00:00,534358853.4,65,The Next 365 Days
US,111600000,"Romance, Drama"," Spanish, Castilian",2022-12-07 00:00:00,534358853.4,65,Burning Patience
CN,111500000,"Action, Comedy, Family", Chinese,2009-07-03 00:00:00,468076350,43,Jackie Chan Kung Fu Master
ES,111500000,"Family, Fantasy, Comedy"," Spanish, Castilian",2021-11-12 00:00:00,872776677.4,46,Cuidado con lo que deseas
US,111440000,"Documentary, Drama", English,2008-05-16 00:00:00,434220852.6,68,Tyson
AU,111400000,"Thriller, Crime, Action, Mystery", English,2023-03-23 00:00:00,513441742.2,69,Luther: The Fallen Sun
US,111400000,"Comedy, Drama, Romance", English,2022-06-17 00:00:00,541920183.6,72,Cha Cha Real Smooth
DE,111300000,"Comedy, Drama", German,1976-04-02 00:00:00,597476926,44,Schoolgirl Report Part 10: Every Girl Starts Sometime...
US,111300000,"Animation, Family, Comedy, Mystery, Science Fiction", English,2023-03-05 00:00:00,862567677.4,45,"Scooby-Doo! And Krypto, Too!"
AU,111200000,"Western, Mystery", English,2022-08-01 00:00:00,278054690.6,56,Murder at Yellowstone City
AU,111000000,Animation, English,2012-02-17 00:00:00,602209262.4,71,Pixie Hollow Bake Off
AU,111000000,Animation, English,2021-03-27 00:00:00,602209262.4,71,Barbie & Chelsea: The Lost Birthday
AU,111000000,"Animation, Comedy, Family", English,2010-01-01 00:00:00,294668448.4,70,Dug's Special Mission
AU,111000000,"Animation, Family, Adventure, Comedy", English,2018-01-23 00:00:00,288510892,72,Ferdinand
AU,111000000,"Animation, Science Fiction, Fantasy, Action", English,2021-12-08 00:00:00,621482816.2,75,Injustice
AU,111000000,"Family, Comedy, Drama", English,2023-03-10 00:00:00,512397898.8,72,Chang Can Dunk
CN,111000000,Fantasy, Chinese,2014-02-14 00:00:00,365372568.2,61,The White Haired Witch of Lunar Kingdom
ES,111000000,Animation," Spanish, Castilian",2021-10-22 00:00:00,881791868.6,44,Save The Tree
GB,111000000,"Animation, Comedy, Family", English,2021-12-03 00:00:00,294668448.4,70,Shaun the Sheep: The Flight Before Christmas
HK,111000000,"Crime, Drama, Horror, Thriller", Cantonese,1993-05-13 00:00:00,536970985.4,60,The Untold Story
JP,111000000,"Animation, Adventure, Fantasy", Japanese,2022-02-18 00:00:00,251309155,60,"Goodbye, Don Glees!"
JP,111000000,"Animation, Drama, Fantasy, Family", Japanese,2021-10-08 00:00:00,578137111.6,66,Child of Kamiari Month
US,111000000,Animation, English,2021-10-07 00:00:00,602209262.4,71,Mickey's Tale of Two Witches
US,111000000,"Animation, Comedy, Family", English,2013-12-10 00:00:00,294668448.4,70,Minions: Training Wheels
US,111000000,"Animation, Comedy, Family", English,2022-06-14 00:00:00,294668448.4,70,King Tweety
US,111000000,"Drama, Music", English,2022-11-18 00:00:00,395069158.8,70,Taurus
US,111000000,"Family, Fantasy, Animation, Comedy, Adventure", English,2017-06-20 00:00:00,347509904,66,Puss in Book: Trapped in an Epic Tale
US,111000000,"Romance, Drama, Science Fiction", English,1994-06-20 00:00:00,570165674.2,54,Emmanuelle: First Contact
JP,110880000,"Animation, Comedy, Drama", Japanese,2015-07-03 00:00:00,870531790.4,84,Haikyuu!! The Movie: The End and the Beginning
US,110850080,Action, English,2017-08-04 00:00:00,440492766.2,52,Savage Dog
AU,110800000,"Comedy, Romance", English,2022-06-09 00:00:00,327683157.2,73,Fire Island
ES,110800000,Drama, Italian,1991-12-19 00:00:00,408974526,62,Miracle of Marcellino
FR,110800000,Drama, French,2022-03-02 00:00:00,408974526,62,Nobody's Hero
GB,110800000,"Family, Comedy", English,2022-11-23 00:00:00,780542819.2,53,Christmas on Mistletoe Farm
HK,110800000,Drama, Chinese,1995-03-17 00:00:00,408974526,62,Lover of the Last Empress
IE,110800000,"Fantasy, Horror", English,2015-11-13 00:00:00,522453380.4,57,The Hallow
JP,110800000,"Adventure, Animation, Drama, History", Japanese,2011-05-28 00:00:00,657423428,75,Buddha: The Great Departure
KR,110800000,Action, Korean,2018-12-06 00:00:00,514469805.4,53,Revenger
PE,110800000,"Comedy, Romance"," Spanish, Castilian",2022-03-18 00:00:00,327683157.2,73,Without Saying Goodbye
PH,110800000,Drama, Tagalog,2021-11-12 00:00:00,408974526,62,Mahjong Nights
US,110800000,Action, English,2014-08-05 00:00:00,514469805.4,53,Mercenaries
US,110800000,"Animation, Fantasy, Family", English,2018-06-04 00:00:00,475111240,63,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda
US,110800000,"Comedy, Romance", English,2022-10-11 00:00:00,327683157.2,73,Rosaline
US,110800000,Drama, English,2016-06-08 00:00:00,408974526,62,100 Streets
US,110800000,Drama," Spanish, Castilian",2022-04-08 00:00:00,408974526,62,Dancing on Glass
US,110800000,"Romance, Comedy", English,2021-07-29 00:00:00,517154102.4,73,Resort to Love
FR,110780000,"Family, Animation, Adventure, Comedy", French,1968-12-19 00:00:00,583501475.2,70,Asterix and Cleopatra
US,110600000,Thriller, English,2022-03-11 00:00:00,660008190.4,66,Sinister Stepsister
US,110600000,Thriller, English,2022-03-31 00:00:00,660008190.4,66,Crawlspace
JP,110500000,"Animation, Family, Fantasy, Adventure, Comedy, Music", Japanese,2017-05-19 00:00:00,376442264.8,71,Lu Over the Wall
AU,110400000,"Drama, Mystery, Crime", English,2019-06-04 00:00:00,478763533.4,64,The Clovehitch Killer
AU,110400000,Thriller, English,2022-04-01 00:00:00,318117812.6,57,Shattered
CL,110400000,Thriller," Spanish, Castilian",2023-01-19 00:00:00,318117812.6,57,Cazadora
GB,110400000,Thriller, English,2021-07-14 00:00:00,318117812.6,57,Horizon Line
AU,110200000,"Crime, Drama, Mystery", English,2021-08-26 00:00:00,359646537,64,No Sudden Move
PH,110171600,"Thriller, Horror", Tagalog,2022-09-02 00:00:00,385808420.4,68,Bula
JP,110100000,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Romance", Japanese,2021-02-11 00:00:00,972114255.6,81,Pretty Guardian Sailor Moon Eternal The Movie Part 2
US,110060000,"Romance, Music, Drama", Korean,2021-01-15 00:00:00,530401369,77,Wish You
AR,110000000,Comedy," Spanish, Castilian",2022-10-20 00:00:00,681644523.8,81,El gerente
AU,110000000,"Action, Adventure, Comedy, Family, Fantasy", English,2006-12-26 00:00:00,579446407,66,Night at the Museum
AU,110000000,"Action, Adventure, Science Fiction, Thriller", English,2015-03-19 00:00:00,295238201,64,Insurgent
AU,110000000,"Action, Adventure, Thriller", English,1997-09-25 00:00:00,150468000,46,Speed 2: Cruise Control
AU,110000000,"Action, Animation, Science Fiction", Japanese,1995-09-23 00:00:00,167910690,79,Ghost in the Shell
AU,110000000,"Action, Comedy", English,1989-09-14 00:00:00,752859753.4,70,The Gods Must Be Crazy II
AU,110000000,"Action, Comedy, Adventure", English,2018-05-16 00:00:00,786362370,75,Deadpool 2
AU,110000000,"Action, Comedy, Drama, Thriller", English,2005-06-09 00:00:00,487287646,67,Mr. & Mrs. Smith
AU,110000000,"Action, Crime, Comedy", English,2011-01-20 00:00:00,229155503,56,The Green Hornet
AU,110000000,"Action, Crime, Mystery, Science Fiction, Thriller", English,2017-03-30 00:00:00,167910690,61,Ghost in the Shell
AU,110000000,"Action, Drama, History", English,1960-05-12 00:00:00,164928665,158,Ben-Hur
AU,110000000,"Action, Drama, Thriller", English,2015-05-28 00:00:00,456258539,62,San Andreas
AU,110000000,"Action, Drama, War", English,2014-03-06 00:00:00,330780051,61,300: Rise of an Empire
AU,110000000,"Action, History, Adventure, Drama", English,2016-08-25 00:00:00,164928665,114,Ben-Hur
AU,110000000,"Action, Science Fiction, Drama", English,2011-09-28 00:00:00,263880341,70,Real Steel
AU,110000000,"Action, Thriller", English,2007-08-09 00:00:00,382288147,66,Live Free or Die Hard
AU,110000000,"Adventure, Action, Thriller", English,1998-01-16 00:00:00,339504276,63,Tomorrow Never Dies
AU,110000000,"Adventure, Fantasy, Action", English,1982-12-16 00:00:00,142470218,136,Conan the Barbarian
AU,110000000,"Adventure, Fantasy, Action", English,2011-08-18 00:00:00,142470218,106,Conan the Barbarian
AU,110000000,"Adventure, Fantasy, Romance", English,2011-11-17 00:00:00,712171856,62,The Twilight Saga: Breaking Dawn - Part 1
AU,110000000,"Adventure, Science Fiction, Action, Mystery", English,2016-04-14 00:00:00,179246868,61,Allegiant
AU,110000000,"Animation, Family", English,2004-09-16 00:00:00,76482461,60,Home on the Range
AU,110000000,"Animation, Family, Adventure, Comedy, Fantasy", English,2011-09-15 00:00:00,563749323,58,The Smurfs
AU,110000000,Comedy, English,1996-05-09 00:00:00,271669045.6,63,Down Periscope
AU,110000000,Comedy, English,2022-11-18 00:00:00,271669045.6,63,The People We Hate at the Wedding
AU,110000000,"Comedy, Adventure, Science Fiction", English,2021-09-09 00:00:00,331526598,76,Free Guy
AU,110000000,"Comedy, Science Fiction, Action", English,2019-06-13 00:00:00,253015298,60,Men in Black: International
AU,110000000,Drama, English,2005-02-10 00:00:00,208370892,72,The Aviator
AU,110000000,"Drama, Action, Adventure, History, War", English,2005-05-05 00:00:00,218674938,69,Kingdom of Heaven
AU,110000000,"Drama, Comedy", English,2023-01-19 00:00:00,63262638,75,Babylon
AU,110000000,"Drama, Fantasy, Mystery, Thriller", English,2020-09-04 00:00:00,333736596.6,66,I'm Thinking of Ending Things
AU,110000000,"Drama, History, War, Action", English,2000-07-20 00:00:00,215300000,72,The Patriot
AU,110000000,"Drama, Mystery, Thriller, Romance", English,2009-02-19 00:00:00,302239672,61,Passengers
AU,110000000,"Drama, Romance, Science Fiction", English,2016-12-29 00:00:00,302239672,69,Passengers
AU,110000000,"Fantasy, Action", English,2004-08-19 00:00:00,153780438,134,Hellboy
AU,110000000,"Fantasy, Adventure, Family, Drama", English,2016-09-29 00:00:00,296482446,68,Miss Peregrine's Home for Peculiar Children
AU,110000000,"Fantasy, Family, Comedy, Animation", English,2013-09-12 00:00:00,348547523,58,The Smurfs 2
AU,110000000,"Fantasy, Horror, Action, Adventure", English,2019-04-11 00:00:00,153780438,110,Hellboy
AU,110000000,"Science Fiction, Action, Adventure", English,2013-12-05 00:00:00,127983283,66,Ender's Game
AU,110000000,"Science Fiction, Action, Adventure", English,2021-11-25 00:00:00,506863592,69,Venom: Let There Be Carnage
AU,110000000,"Science Fiction, Thriller, Drama", English,2013-10-03 00:00:00,685710761,72,Gravity
AU,110000000,"Thriller, Action, Adventure, Comedy, Crime", English,2010-10-26 00:00:00,177241171,64,The A-Team
AU,110000000,"Thriller, Crime", English,2004-12-09 00:00:00,362989076,66,Ocean's Twelve
ES,110000000,Comedy," Spanish, Castilian",2022-07-01 00:00:00,271669045.6,63,Mamá no enRedes
ES,110000000,Comedy," Spanish, Castilian",2022-10-28 00:00:00,271669045.6,63,Four's a Crowd
ES,110000000,Comedy," Spanish, Castilian",2022-11-29 00:00:00,271669045.6,63,Tomorrow is Today
ES,110000000,"Drama, Comedy"," Spanish, Castilian",1955-02-24 00:00:00,759213943.8,71,The Miracle of Marcelino
FR,110000000,Comedy, French,2013-03-06 00:00:00,271669045.6,63,It Boy
JP,110000000,Comedy, Japanese,2004-06-25 00:00:00,271669045.6,63,The Japanese Wife Next Door: Part 2
KR,110000000,"Mystery, Drama", Korean,2022-04-07 00:00:00,628681408.4,73,The Girl on a Bulldozer
US,110000000,"Adventure, Drama, History", English,1996-12-08 00:00:00,380285773.6,63,Samson and Delilah
US,110000000,Comedy, English,2019-08-16 00:00:00,271669045.6,63,Sextuplets
US,110000000,Comedy, English,2020-10-06 00:00:00,271669045.6,63,American Pie Presents: Girls' Rules
US,110000000,"Thriller, Horror", English,2018-06-28 00:00:00,244165005.2,62,The Domestics
US,110000000,"Thriller, Horror", English,2019-05-04 00:00:00,244165005.2,62,47 Hours to Live
US,110000000,"Thriller, Horror", Italian,1972-08-04 00:00:00,244165005.2,62,The Case of the Bloody Iris
KR,109800000,"Drama, Romance", Korean,2020-04-03 00:00:00,357494447.2,51,Young Mother 5
KR,109800000,Romance, Korean,2018-03-09 00:00:00,1155101096,90,Young Mother-in-Law
US,109800000,"Drama, Romance", English,2017-11-07 00:00:00,357494447.2,51,Feels Like Euphoria
JP,109700000,"Drama, Thriller, Horror, Mystery", Japanese,2011-01-21 00:00:00,351533956.8,70,Guilty of Romance
AU,109600000,"Horror, Mystery, Thriller, Drama", English,2018-10-12 00:00:00,509088123,61,Apostle
GB,109600000,"Action, Adventure, History", English,2018-05-28 00:00:00,590859548.2,64,The Lost Viking
KR,109600000,"Romance, Drama, Comedy", Korean,2013-12-05 00:00:00,520431822.2,60,Love Lesson
US,109600000,"Romance, Drama, Comedy", English,2022-07-01 00:00:00,520431822.2,60,Persuasion
US,109400000,"Animation, Comedy, Family, Mystery", English,2010-09-14 00:00:00,1090154232,80,Scooby-Doo! Camp Scare
US,109400000,"Comedy, Family, TV Movie", English,2012-11-25 00:00:00,774314338.4,52,Home Alone: The Holiday Heist
AU,109200000,"Mystery, Thriller, Drama, Science Fiction", English,2022-11-01 00:00:00,260090578.4,56,The Immaculate Room
HK,109200000,"Drama, Crime, Romance", Cantonese,1988-06-09 00:00:00,929478660.8,70,As Tears Go By
JP,109200000,"Action, Animation, History", Japanese,2007-09-29 00:00:00,723094904,76,Sword of the Stranger
MX,109200000,"Animation, Comedy, Fantasy, Adventure, Family"," Spanish, Castilian",2021-02-15 00:00:00,728382406.2,83,Legend Quest: The Origin
JP,109144000,"Animation, Action", Japanese,2006-03-11 00:00:00,305481707.4,67,Fist of the North Star: Legend of Raoh - Chapter of Death in Love
JP,109144000,"Animation, Action", Japanese,2011-07-30 00:00:00,305481707.4,67,Chunin Exam on Fire! and Naruto vs. Konohamaru!
AU,109040000,"Action, Adventure, Animation, War, Science Fiction", Japanese,2009-05-29 00:00:00,388149760.2,67,The Sky Crawlers
AU,109000000,"Animation, Comedy, Family", English,1994-08-02 00:00:00,662171130.6,77,The Wrong Trousers
AU,109000000,"Comedy, Adventure, Family, Fantasy", English,2004-03-31 00:00:00,133800000,53,The Cat in the Hat
AU,109000000,"Comedy, Fantasy, Romance", English,2020-11-10 00:00:00,653477685.4,58,Blithe Spirit
AU,109000000,Drama, English,2002-02-21 00:00:00,87683966,68,Ali
AU,109000000,"Science Fiction, Comedy, Drama", English,2023-03-30 00:00:00,673135995.2,68,Linoleum
AU,109000000,"Science Fiction, Thriller", English,2021-12-01 00:00:00,665830147,48,Settlers
BR,109000000,"Action, Western", Portuguese,2017-09-13 00:00:00,316205621.4,62,The Killer
JP,109000000,"Animation, Action, Adventure, Drama, Mystery", Japanese,2021-09-23 00:00:00,692214960.4,73,Princess Principal Crown Handler: Chapter 2
JP,109000000,"Animation, Science Fiction, Adventure", Japanese,2022-03-04 00:00:00,590124290.8,57,Doraemon: Nobita's Little Star Wars 2021
JP,109000000,"Comedy, Horror", Japanese,2012-02-25 00:00:00,863034975.4,48,Zombie Ass: Toilet of the Dead
JP,109000000,"Drama, Thriller", Japanese,1985-12-14 00:00:00,385100558,57,Beautiful Teacher in Torture Hell
US,109000000,"Adventure, Animation, Comedy, Family, Fantasy, TV Movie", English,2017-03-10 00:00:00,462483392.8,68,Tangled: Before Ever After
US,109000000,"Comedy, Horror", English,2008-04-18 00:00:00,863034975.4,48,Zombie Strippers!
US,109000000,"Drama, Thriller", English,2018-08-03 00:00:00,385100558,57,Billionaire Boys Club
US,109000000,"Thriller, Crime", English,2021-04-30 00:00:00,442834400,61,The Virtuoso
IT,108800000,"Horror, Science Fiction", Italian,1981-08-21 00:00:00,348600148.4,54,Night of the Zombies
US,108800000,"Adventure, Animation, Drama, Family", English,2000-12-05 00:00:00,405071923.2,61,The Land Before Time VII: The Stone of Cold Fire
US,108800000,Horror, English,1996-10-08 00:00:00,615996146.8,44,Children of the Corn IV: The Gathering
US,108800000,Horror, English,2015-10-06 00:00:00,615996146.8,44,The Ouija Exorcism
US,108800000,"Horror, Science Fiction", English,2021-04-03 00:00:00,348600148.4,54,Rise of the Mummy
FR,108600000,"Comedy, Drama", French,2012-05-09 00:00:00,539181833,49,Sexual Chronicles of a French Family
JP,108600000,"Comedy, Animation", Japanese,2006-04-15 00:00:00,454330438.8,71,Crayon Shin-chan: The Legend Called: Dance! Amigo!
DE,108400000,Horror, German,2022-02-09 00:00:00,218436574.8,51,The Privilege
ES,108400000,Horror," Spanish, Castilian",2023-02-10 00:00:00,218436574.8,51,The Communion Girl
KR,108400000,"Action, Drama", Korean,2012-12-25 00:00:00,765957562.2,70,The Tower
US,108400000,"Action, Drama", English,2020-12-18 00:00:00,765957562.2,70,In Full Bloom
US,108400000,Horror, English,2015-04-07 00:00:00,218436574.8,51,Always Watching: A Marble Hornets Story
US,108400000,Horror, English,2020-10-15 00:00:00,218436574.8,51,Butchers
US,108400000,"Horror, Comedy", English,2000-03-28 00:00:00,159076352,50,Leprechaun in the Hood
US,108400000,"TV Movie, Family, Comedy, Adventure", English,2006-01-06 00:00:00,555975063.6,71,Drake & Josh Go Hollywood
AU,108200000,"Drama, Romance", Japanese,2022-04-28 00:00:00,405044027.8,69,Wheel of Fortune and Fantasy
AU,108200000,Thriller, English,2019-10-10 00:00:00,206009040.8,67,Fractured
AU,108200000,Thriller, English,2021-09-10 00:00:00,206009040.8,67,The Voyeurs
FR,108200000,"Comedy, Crime, Adventure, Fantasy", French,1967-03-16 00:00:00,389368281.6,67,Fantomas vs. Scotland Yard
FR,108200000,"Drama, Romance", French,2015-06-24 00:00:00,196920944.4,58,One Wild Moment
JP,108200000,"Drama, Romance", Japanese,2017-07-28 00:00:00,405044027.8,69,Let Me Eat Your Pancreas
